OrderID,OrderDate,OrderMonth,FiscalQuarter,CustomerName,CustomerSegment,Industry,Country,Region,SalesRep,ProductCategory,ProductLine,ProductName,Quantity,UnitPrice,DiscountPct,UnitCost,SalesChannel,OrderSource,OrderStatus,FulfillmentRegion,PriorityTier,ContractType,DeploymentModel,SupportPlan,SalesMotion,ContractTermMonths,IsRenewal
850230,2026-08-18,2026-08,FY26-Q3,Driftline Apparel,SMB,Retail,Australia,Asia Pacific,Avery Cole,Data Integration,Pipelines,API Ingestion Hub,15,3275.00,8,1880.00,Direct,Inbound,Invoiced,Asia Pacific East,Standard,Subscription,Customer Managed,Essentials,Net New,24,No
850231,2026-08-19,2026-08,FY26-Q3,Eclipse Networks,Enterprise,Telecommunications,United States,North America,Logan Chen,Analytics,Operations,Operations Command Dashboard,21,7400.00,12,3955.00,Direct,Inbound,Active,US East,Priority,Subscription,Azure Managed,Premier,Expansion,36,No
850232,2026-08-20,2026-08,FY26-Q3,Fathom Analytics,MidMarket,Technology,Ireland,Europe,Jordan Reyes,Automation,Workflows,Workflow Orchestrator,28,6675.00,12,3695.00,Direct,Outbound,Invoiced,Europe North,Standard,Subscription,Azure Managed,Essentials,Net New,24,No
850233,2026-08-21,2026-08,FY26-Q3,Greatwater Shipping,Enterprise,Logistics,Singapore,Asia Pacific,Skyler Bennett,Managed Services,Backup,Recovery Assurance Service,1,10400.00,17,6295.00,Direct,Outbound,Provisioned,Asia Pacific East,Strategic,Managed Services,Azure Managed,Premier,Expansion,24,No
850234,2026-08-22,2026-08,FY26-Q3,Helios Devices,MidMarket,Manufacturing,Japan,Asia Pacific,Jordan Reyes,Data Integration,Pipelines,API Ingestion Hub,40,3775.00,18,2085.00,Renewal Desk,Inbound,Invoiced,Asia Pacific East,Priority,Subscription,Hybrid,Essentials,Renewal,12,Yes
850235,2026-08-23,2026-08,FY26-Q3,Ironclad Construction,MidMarket,Construction,United Arab Emirates,Middle East & Africa,Taylor Brooks,Analytics,Operations,Operations Command Dashboard,8,7000.00,0,3680.00,Partner,Event,Invoiced,Middle East Hub,Standard,Subscription,Customer Managed,Essentials,Net New,12,No
850236,2026-08-24,2026-08,FY26-Q3,Jetstream Travel,SMB,Travel,United Kingdom,Europe,Riley Morgan,Automation,Workflows,Workflow Orchestrator,10,6575.00,8,3595.00,Partner,Event,Provisioned,Europe North,Standard,Subscription,Customer Managed,Advanced,Expansion,24,No
850237,2026-08-25,2026-08,FY26-Q3,Kestrel Finance,Enterprise,Financial Services,United States,North America,Skyler Bennett,Managed Services,Backup,Recovery Assurance Service,2,10250.00,13,6275.00,Renewal Desk,Inbound,Invoiced,US West,Strategic,Managed Services,Azure Managed,Premier,Renewal,36,Yes
850238,2026-08-26,2026-08,FY26-Q3,Northstar Education,Public Sector,Education,Canada,North America,Reese Turner,Data Integration,Pipelines,API Ingestion Hub,27,4025.00,0,2195.00,Marketplace,Inbound,Active,US East,Priority,Subscription,Azure Managed,Premier,Net New,12,No
850239,2026-08-27,2026-08,FY26-Q3,Optima Warehousing,MidMarket,Logistics,Netherlands,Europe,Cameron Kim,Analytics,Operations,Operations Command Dashboard,33,7450.00,13,3980.00,Renewal Desk,Upsell,Provisioned,Europe North,Priority,Subscription,Hybrid,Advanced,Renewal,24,Yes
850240,2026-08-28,2026-08,FY26-Q3,Pulse Renewables,Enterprise,Energy,Australia,Asia Pacific,Quinn Foster,Automation,Workflows,Workflow Orchestrator,38,6825.00,0,3900.00,Marketplace,Upsell,Booked,Asia Pacific East,Priority,Subscription,Hybrid,Advanced,Net New,36,No
850241,2026-08-29,2026-08,FY26-Q3,Alpine Manufacturing,Enterprise,Manufacturing,United States,North America,Parker Diaz,Security,Compliance,Compliance Evidence Hub,49,8250.00,15,4580.00,Marketplace,Inbound,Provisioned,US Central,Strategic,Subscription,Customer Managed,Premier,Expansion,24,No
850242,2026-08-30,2026-08,FY26-Q3,Bluebird Retail,MidMarket,Retail,Canada,North America,Reese Turner,Lakehouse,Optimization,Delta Optimization Pack,5,6325.00,3,3515.00,Renewal Desk,Upsell,Renewal Pending,US Central,Priority,Subscription,Customer Managed,Advanced,Renewal,24,Yes
850243,2026-08-31,2026-08,FY26-Q3,Canyon Health,Enterprise,Healthcare,United States,North America,Taylor Brooks,Governance,Catalog,Data Catalog Accelerator,10,6450.00,8,3395.00,Marketplace,Upsell,Active,US East,Priority,Subscription,Azure Managed,Premier,Net New,12,No
850244,2026-09-01,2026-09,FY26-Q3,Delta Logistics,MidMarket,Logistics,Germany,Europe,Avery Cole,Platform,Enablement,Fabric Enablement Bundle,19,7825.00,3,4260.00,Direct,Inbound,Invoiced,Europe West,Standard,Subscription,Customer Managed,Essentials,Expansion,12,No
850245,2026-09-02,2026-09,FY26-Q3,Evergreen Schools,Public Sector,Education,United States,North America,Quinn Foster,Security,Compliance,Compliance Evidence Hub,28,8650.00,18,4885.00,Renewal Desk,Inbound,Renewal Pending,US West,Priority,Subscription,Hybrid,Premier,Renewal,24,Yes
850246,2026-09-03,2026-09,FY26-Q3,Frontier Energy,Enterprise,Energy,United Kingdom,Europe,Morgan Patel,Lakehouse,Optimization,Delta Optimization Pack,33,6825.00,14,3805.00,Partner,Referral,Active,Europe West,Priority,Subscription,Hybrid,Premier,Expansion,36,No
850247,2026-09-04,2026-09,FY26-Q3,Granite Aerospace,Enterprise,Aerospace,United States,North America,Skyler Bennett,Governance,Catalog,Data Catalog Accelerator,42,6200.00,5,3200.00,Renewal Desk,Inbound,Renewal Pending,US Central,Priority,Subscription,Customer Managed,Premier,Renewal,12,Yes
850248,2026-09-05,2026-09,FY26-Q3,Harbor Foods,SMB,Consumer Goods,Brazil,Latin America,Jordan Reyes,Platform,Enablement,Fabric Enablement Bundle,44,8375.00,15,4560.00,Partner,Event,Provisioned,Latin America South,Standard,Subscription,Hybrid,Advanced,Net New,12,No
850249,2026-09-06,2026-09,FY26-Q3,Ion Medical,Enterprise,Healthcare,Singapore,Asia Pacific,Casey Singh,Security,Compliance,Compliance Evidence Hub,50,8600.00,2,4815.00,Partner,Event,Provisioned,Asia Pacific East,Strategic,Subscription,Azure Managed,Premier,Expansion,12,No
850250,2026-09-07,2026-09,FY26-Q3,Juniper Telecom,MidMarket,Telecommunications,Australia,Asia Pacific,Logan Chen,Lakehouse,Optimization,Delta Optimization Pack,15,6525.00,6,3655.00,Renewal Desk,Upsell,Provisioned,Asia Pacific South,Priority,Subscription,Azure Managed,Essentials,Renewal,12,Yes
850251,2026-09-08,2026-09,FY26-Q3,Kepler Robotics,Enterprise,Technology,Japan,Asia Pacific,Jordan Reyes,Governance,Catalog,Data Catalog Accelerator,22,6350.00,12,3405.00,Partner,Event,Active,Asia Pacific South,Priority,Subscription,Hybrid,Premier,Net New,36,No
850252,2026-09-09,2026-09,FY26-Q3,Lighthouse Media,SMB,Media,United Kingdom,Europe,Quinn Foster,Platform,Enablement,Fabric Enablement Bundle,30,8125.00,6,4490.00,Marketplace,Upsell,Provisioned,Europe West,Standard,Subscription,Azure Managed,Advanced,Expansion,24,No
850253,2026-09-10,2026-09,FY26-Q3,Meridian Mining,Enterprise,Mining,South Africa,Middle East & Africa,Taylor Brooks,Security,Compliance,Compliance Evidence Hub,36,8100.00,10,4535.00,Marketplace,Upsell,Booked,Middle East Hub,Strategic,Subscription,Customer Managed,Advanced,Net New,12,No
850254,2026-09-11,2026-09,FY26-Q3,Nimbus Hotels,MidMarket,Hospitality,United Arab Emirates,Middle East & Africa,Parker Diaz,Lakehouse,Optimization,Delta Optimization Pack,41,6425.00,12,3555.00,Direct,Inbound,Provisioned,Africa South,Standard,Subscription,Customer Managed,Advanced,Expansion,12,No
850255,2026-09-12,2026-09,FY26-Q3,Orchard Biotech,Enterprise,Biotech,United States,North America,Riley Morgan,Governance,Catalog,Data Catalog Accelerator,50,6450.00,8,3435.00,Renewal Desk,Inbound,Provisioned,US East,Priority,Subscription,Azure Managed,Premier,Renewal,12,Yes
850256,2026-09-13,2026-09,FY26-Q3,Pioneer Insurance,MidMarket,Insurance,Canada,North America,Morgan Patel,Platform,Enablement,Fabric Enablement Bundle,13,7975.00,15,4295.00,Direct,Inbound,Provisioned,US Central,Standard,Subscription,Customer Managed,Advanced,Net New,12,No
850257,2026-09-14,2026-09,FY26-Q3,Quantum Freight,Enterprise,Logistics,Germany,Europe,Casey Singh,Security,Compliance,Compliance Evidence Hub,18,8650.00,5,4825.00,Direct,Outbound,Active,Europe North,Strategic,Subscription,Hybrid,Premier,Expansion,24,No
850258,2026-09-15,2026-09,FY26-Q3,Redwood Capital,Enterprise,Financial Services,United States,North America,Morgan Patel,Lakehouse,Optimization,Delta Optimization Pack,25,6575.00,13,3760.00,Renewal Desk,Upsell,Invoiced,US West,Priority,Subscription,Hybrid,Advanced,Renewal,36,Yes
850259,2026-09-16,2026-09,FY26-Q3,Summit Utilities,Public Sector,Utilities,United Kingdom,Europe,Reese Turner,Governance,Catalog,Data Catalog Accelerator,33,5950.00,3,3155.00,Direct,Inbound,Booked,Europe West,Priority,Subscription,Customer Managed,Advanced,Net New,12,No
850260,2026-09-17,2026-09,FY26-Q3,Tidal Commerce,SMB,Retail,Singapore,Asia Pacific,Taylor Brooks,Platform,Enablement,Fabric Enablement Bundle,38,8125.00,13,4505.00,Renewal Desk,Inbound,Invoiced,Asia Pacific South,Priority,Subscription,Hybrid,Essentials,Renewal,24,Yes
850261,2026-09-18,2026-09,FY26-Q3,Umbra Security,MidMarket,Cybersecurity,Israel,Middle East & Africa,Reese Turner,Security,Compliance,Compliance Evidence Hub,45,8200.00,10,4575.00,Partner,Referral,Invoiced,Middle East Hub,Standard,Subscription,Azure Managed,Essentials,Net New,12,No
850262,2026-09-19,2026-09,FY26-Q3,Vector Mobility,Enterprise,Transportation,Japan,Asia Pacific,Logan Chen,Lakehouse,Optimization,Delta Optimization Pack,7,6425.00,0,3690.00,Marketplace,Inbound,Invoiced,Asia Pacific South,Priority,Subscription,Azure Managed,Advanced,Expansion,36,No
850263,2026-09-20,2026-09,FY26-Q3,Westbridge Pharma,Enterprise,Pharmaceuticals,Switzerland,Europe,Taylor Brooks,Governance,Catalog,Data Catalog Accelerator,16,6500.00,10,3445.00,Renewal Desk,Inbound,Invoiced,Europe West,Priority,Subscription,Hybrid,Premier,Renewal,24,Yes
850264,2026-09-21,2026-09,FY26-Q3,Xenon Labs,SMB,Technology,India,Asia Pacific,Taylor Brooks,Platform,Enablement,Fabric Enablement Bundle,16,8075.00,1,4435.00,Marketplace,Upsell,Booked,Asia Pacific South,Standard,Subscription,Azure Managed,Essentials,Net New,12,No
850265,2026-09-22,2026-09,FY26-Q3,Yellowtail Resorts,SMB,Hospitality,Mexico,Latin America,Logan Chen,Security,Compliance,Compliance Evidence Hub,31,7700.00,3,4480.00,Marketplace,Inbound,Invoiced,Latin America South,Standard,Subscription,Customer Managed,Essentials,Expansion,36,No
850266,2026-09-23,2026-09,FY26-Q3,Zenith Public Works,Public Sector,Government,United States,North America,Morgan Patel,Lakehouse,Optimization,Delta Optimization Pack,39,6175.00,3,3495.00,Renewal Desk,Upsell,Renewal Pending,US Central,Priority,Subscription,Customer Managed,Advanced,Renewal,36,Yes
850267,2026-09-24,2026-09,FY26-Q3,Asteria Foods,MidMarket,Consumer Goods,Spain,Europe,Taylor Brooks,Governance,Catalog,Data Catalog Accelerator,40,6100.00,10,3290.00,Marketplace,Upsell,Active,Europe West,Standard,Subscription,Azure Managed,Advanced,Expansion,24,No
850268,2026-09-25,2026-09,FY26-Q3,Borealis Health,Enterprise,Healthcare,Canada,North America,Avery Cole,Platform,Enablement,Fabric Enablement Bundle,49,8125.00,17,4420.00,Renewal Desk,Upsell,Renewal Pending,US Central,Strategic,Subscription,Customer Managed,Premier,Renewal,24,Yes
850269,2026-09-26,2026-09,FY26-Q3,Celestial Motors,Enterprise,Automotive,Germany,Europe,Parker Diaz,Security,Compliance,Compliance Evidence Hub,11,8500.00,17,4865.00,Direct,Inbound,Active,Europe North,Strategic,Subscription,Hybrid,Premier,Net New,36,No
850270,2026-09-27,2026-09,FY26-Q3,Driftline Apparel,SMB,Retail,Australia,Asia Pacific,Cameron Kim,Lakehouse,Optimization,Delta Optimization Pack,19,6425.00,3,3705.00,Partner,Referral,Invoiced,Asia Pacific South,Standard,Subscription,Hybrid,Essentials,Expansion,36,No
850271,2026-09-28,2026-09,FY26-Q3,Eclipse Networks,Enterprise,Telecommunications,United States,North America,Reese Turner,Governance,Catalog,Data Catalog Accelerator,25,6200.00,13,3180.00,Renewal Desk,Upsell,Renewal Pending,US Central,Priority,Subscription,Customer Managed,Premier,Renewal,12,Yes
850272,2026-09-29,2026-09,FY26-Q3,Fathom Analytics,MidMarket,Technology,Ireland,Europe,Riley Morgan,Platform,Enablement,Fabric Enablement Bundle,32,7975.00,3,4445.00,Partner,Event,Invoiced,Europe West,Standard,Subscription,Hybrid,Essentials,Net New,36,No
850273,2026-09-30,2026-09,FY26-Q3,Greatwater Shipping,Enterprise,Logistics,Singapore,Asia Pacific,Taylor Brooks,Security,Compliance,Compliance Evidence Hub,42,8350.00,10,4795.00,Partner,Event,Provisioned,Asia Pacific East,Strategic,Subscription,Azure Managed,Premier,Expansion,36,No
850274,2026-10-01,2026-10,FY26-Q4,Helios Devices,MidMarket,Manufacturing,Japan,Asia Pacific,Riley Morgan,Lakehouse,Optimization,Delta Optimization Pack,44,6425.00,8,3635.00,Marketplace,Upsell,Invoiced,Asia Pacific South,Standard,Subscription,Azure Managed,Essentials,Net New,24,No
850275,2026-10-02,2026-10,FY26-Q4,Ironclad Construction,MidMarket,Construction,United Arab Emirates,Middle East & Africa,Casey Singh,Governance,Catalog,Data Catalog Accelerator,12,6100.00,15,3305.00,Partner,Event,Invoiced,Africa South,Standard,Subscription,Hybrid,Essentials,Expansion,24,No
850276,2026-10-03,2026-10,FY26-Q4,Jetstream Travel,SMB,Travel,United Kingdom,Europe,Quinn Foster,Platform,Enablement,Fabric Enablement Bundle,14,7975.00,18,4470.00,Renewal Desk,Inbound,Provisioned,Europe West,Priority,Subscription,Azure Managed,Advanced,Renewal,36,Yes
850277,2026-10-04,2026-10,FY26-Q4,Kestrel Finance,Enterprise,Financial Services,United States,North America,Taylor Brooks,Security,Compliance,Compliance Evidence Hub,20,8350.00,0,4600.00,Marketplace,Upsell,Provisioned,US Central,Strategic,Subscription,Customer Managed,Premier,Net New,12,No
850278,2026-10-05,2026-10,FY26-Q4,Northstar Education,Public Sector,Education,Canada,North America,Morgan Patel,Lakehouse,Optimization,Delta Optimization Pack,31,6575.00,12,3620.00,Direct,Inbound,Active,US Central,Priority,Subscription,Customer Managed,Premier,Expansion,24,No
850279,2026-10-06,2026-10,FY26-Q4,Optima Warehousing,MidMarket,Logistics,Netherlands,Europe,Parker Diaz,Governance,Catalog,Data Catalog Accelerator,37,5950.00,11,3330.00,Renewal Desk,Upsell,Provisioned,Europe West,Priority,Subscription,Azure Managed,Advanced,Renewal,36,Yes
850280,2026-10-07,2026-10,FY26-Q4,Pulse Renewables,Enterprise,Energy,Australia,Asia Pacific,Jordan Reyes,Platform,Enablement,Fabric Enablement Bundle,42,7975.00,10,4375.00,Direct,Outbound,Booked,Asia Pacific South,Priority,Subscription,Customer Managed,Advanced,Net New,12,No
850281,2026-10-08,2026-10,FY26-Q4,Alpine Manufacturing,Enterprise,Manufacturing,United States,North America,Avery Cole,Data Integration,Streaming,Event Stream Bridge,7,4400.00,17,2480.00,Renewal Desk,Upsell,Provisioned,US Central,Priority,Subscription,Customer Managed,Premier,Renewal,36,Yes
850282,2026-10-09,2026-10,FY26-Q4,Bluebird Retail,MidMarket,Retail,Canada,North America,Morgan Patel,AI,Forecasting,Forecast Studio,9,8475.00,10,4715.00,Marketplace,Inbound,Active,US Central,Standard,Subscription,Customer Managed,Advanced,Net New,36,No
850283,2026-10-10,2026-10,FY26-Q4,Canyon Health,Enterprise,Healthcare,United States,North America,Casey Singh,Automation,Incident,Incident Response Pack,14,7600.00,5,4145.00,Partner,Event,Active,US West,Priority,Subscription,Hybrid,Premier,Expansion,24,No
850284,2026-10-11,2026-10,FY26-Q4,Delta Logistics,MidMarket,Logistics,Germany,Europe,Cameron Kim,Services,Migration,Migration Sprint,3,15555.00,18,9485.00,Renewal Desk,Upsell,Provisioned,Europe North,Priority,Professional Services,Hybrid,Essentials,Renewal,6,Yes
850285,2026-10-12,2026-10,FY26-Q4,Evergreen Schools,Public Sector,Education,United States,North America,Jordan Reyes,Data Integration,Streaming,Event Stream Bridge,32,4800.00,12,2785.00,Direct,Outbound,Provisioned,US West,Priority,Subscription,Hybrid,Premier,Net New,36,No
850286,2026-10-13,2026-10,FY26-Q4,Frontier Energy,Enterprise,Energy,United Kingdom,Europe,Logan Chen,AI,Forecasting,Forecast Studio,37,9375.00,10,5005.00,Direct,Inbound,Active,Europe North,Strategic,Subscription,Hybrid,Premier,Expansion,12,No
850287,2026-10-14,2026-10,FY26-Q4,Granite Aerospace,Enterprise,Aerospace,United States,North America,Taylor Brooks,Automation,Incident,Incident Response Pack,46,7450.00,17,4075.00,Renewal Desk,Inbound,Provisioned,US East,Priority,Subscription,Azure Managed,Premier,Renewal,24,Yes
850288,2026-10-15,2026-10,FY26-Q4,Harbor Foods,SMB,Consumer Goods,Brazil,Latin America,Riley Morgan,Services,Migration,Migration Sprint,7,15555.00,10,9510.00,Direct,Outbound,Invoiced,Latin America South,Standard,Professional Services,Azure Managed,Advanced,Expansion,6,No
850289,2026-10-16,2026-10,FY26-Q4,Ion Medical,Enterprise,Healthcare,Singapore,Asia Pacific,Skyler Bennett,Data Integration,Streaming,Event Stream Bridge,8,4800.00,20,2715.00,Renewal Desk,Inbound,Invoiced,Asia Pacific South,Priority,Subscription,Azure Managed,Premier,Renewal,24,Yes
850290,2026-10-17,2026-10,FY26-Q4,Juniper Telecom,MidMarket,Telecommunications,Australia,Asia Pacific,Reese Turner,AI,Forecasting,Forecast Studio,19,8725.00,15,4855.00,Partner,Referral,Invoiced,Asia Pacific East,Standard,Subscription,Azure Managed,Essentials,Net New,24,No
850291,2026-10-18,2026-10,FY26-Q4,Kepler Robotics,Enterprise,Technology,Japan,Asia Pacific,Riley Morgan,Automation,Incident,Incident Response Pack,26,7300.00,7,3880.00,Direct,Outbound,Active,Asia Pacific East,Priority,Subscription,Customer Managed,Premier,Expansion,12,No
850292,2026-10-19,2026-10,FY26-Q4,Lighthouse Media,SMB,Media,United Kingdom,Europe,Jordan Reyes,Services,Migration,Migration Sprint,3,15375.00,6,9315.00,Renewal Desk,Inbound,Invoiced,Europe North,Priority,Professional Services,Customer Managed,Advanced,Renewal,12,Yes
850293,2026-10-20,2026-10,FY26-Q4,Meridian Mining,Enterprise,Mining,South Africa,Middle East & Africa,Casey Singh,Data Integration,Streaming,Event Stream Bridge,40,4300.00,8,2435.00,Marketplace,Upsell,Booked,Africa South,Priority,Subscription,Customer Managed,Advanced,Net New,24,No
850294,2026-10-21,2026-10,FY26-Q4,Nimbus Hotels,MidMarket,Hospitality,United Arab Emirates,Middle East & Africa,Avery Cole,AI,Forecasting,Forecast Studio,45,8625.00,6,4755.00,Marketplace,Inbound,Provisioned,Middle East Hub,Standard,Subscription,Customer Managed,Advanced,Expansion,24,No
850295,2026-10-22,2026-10,FY26-Q4,Orchard Biotech,Enterprise,Biotech,United States,North America,Quinn Foster,Automation,Incident,Incident Response Pack,8,7600.00,17,4185.00,Partner,Event,Active,US West,Priority,Subscription,Hybrid,Premier,Net New,24,No
850296,2026-10-23,2026-10,FY26-Q4,Pioneer Insurance,MidMarket,Insurance,Canada,North America,Logan Chen,Services,Migration,Migration Sprint,7,15705.00,8,9520.00,Marketplace,Inbound,Booked,US Central,Standard,Professional Services,Hybrid,Advanced,Expansion,6,No
850297,2026-10-24,2026-10,FY26-Q4,Quantum Freight,Enterprise,Logistics,Germany,Europe,Skyler Bennett,Data Integration,Streaming,Event Stream Bridge,22,4800.00,5,2725.00,Renewal Desk,Inbound,Renewal Pending,Europe West,Priority,Subscription,Hybrid,Premier,Renewal,36,Yes
850298,2026-10-25,2026-10,FY26-Q4,Redwood Capital,Enterprise,Financial Services,United States,North America,Logan Chen,AI,Forecasting,Forecast Studio,29,9125.00,5,4960.00,Direct,Inbound,Invoiced,US West,Strategic,Subscription,Hybrid,Advanced,Net New,12,No
850299,2026-10-26,2026-10,FY26-Q4,Summit Utilities,Public Sector,Utilities,United Kingdom,Europe,Morgan Patel,Automation,Incident,Incident Response Pack,37,7200.00,13,4030.00,Marketplace,Inbound,Booked,Europe North,Priority,Subscription,Azure Managed,Advanced,Expansion,24,No
850300,2026-10-27,2026-10,FY26-Q4,Tidal Commerce,SMB,Retail,Singapore,Asia Pacific,Casey Singh,Services,Migration,Migration Sprint,3,15475.00,8,9455.00,Renewal Desk,Inbound,Renewal Pending,Asia Pacific East,Priority,Professional Services,Azure Managed,Essentials,Renewal,12,Yes
850301,2026-10-28,2026-10,FY26-Q4,Umbra Security,MidMarket,Cybersecurity,Israel,Middle East & Africa,Morgan Patel,Data Integration,Streaming,Event Stream Bridge,49,4400.00,8,2475.00,Partner,Referral,Invoiced,Africa South,Standard,Subscription,Azure Managed,Essentials,Net New,24,No
850302,2026-10-29,2026-10,FY26-Q4,Vector Mobility,Enterprise,Transportation,Japan,Asia Pacific,Reese Turner,AI,Forecasting,Forecast Studio,11,8975.00,17,4890.00,Renewal Desk,Upsell,Invoiced,Asia Pacific East,Strategic,Subscription,Azure Managed,Advanced,Renewal,12,Yes
850303,2026-10-30,2026-10,FY26-Q4,Westbridge Pharma,Enterprise,Pharmaceuticals,Switzerland,Europe,Casey Singh,Automation,Incident,Incident Response Pack,20,7050.00,2,3920.00,Direct,Outbound,Provisioned,Europe North,Priority,Subscription,Customer Managed,Premier,Net New,36,No
850304,2026-10-31,2026-10,FY26-Q4,Xenon Labs,SMB,Technology,India,Asia Pacific,Casey Singh,Services,Migration,Migration Sprint,7,15155.00,15,9260.00,Partner,Event,Provisioned,Asia Pacific East,Standard,Professional Services,Customer Managed,Essentials,Expansion,6,No
850305,2026-11-01,2026-11,FY26-Q4,Yellowtail Resorts,SMB,Hospitality,Mexico,Latin America,Reese Turner,Data Integration,Streaming,Event Stream Bridge,35,4250.00,6,2380.00,Renewal Desk,Upsell,Provisioned,Latin America South,Priority,Subscription,Customer Managed,Essentials,Renewal,12,Yes
850306,2026-11-02,2026-11,FY26-Q4,Zenith Public Works,Public Sector,Government,United States,North America,Logan Chen,AI,Forecasting,Forecast Studio,43,8725.00,10,4695.00,Marketplace,Inbound,Invoiced,US Central,Priority,Subscription,Customer Managed,Advanced,Net New,12,No
850307,2026-11-03,2026-11,FY26-Q4,Asteria Foods,MidMarket,Consumer Goods,Spain,Europe,Casey Singh,Automation,Incident,Incident Response Pack,44,7200.00,8,4040.00,Partner,Event,Active,Europe North,Standard,Subscription,Hybrid,Advanced,Expansion,36,No
850308,2026-11-04,2026-11,FY26-Q4,Borealis Health,Enterprise,Healthcare,Canada,North America,Cameron Kim,Services,Migration,Migration Sprint,3,16025.00,13,9645.00,Renewal Desk,Upsell,Provisioned,US Central,Strategic,Professional Services,Hybrid,Premier,Renewal,12,Yes
850309,2026-11-05,2026-11,FY26-Q4,Celestial Motors,Enterprise,Automotive,Germany,Europe,Avery Cole,Data Integration,Streaming,Event Stream Bridge,15,5050.00,14,2765.00,Direct,Inbound,Active,Europe West,Priority,Subscription,Hybrid,Premier,Expansion,12,No
850310,2026-11-06,2026-11,FY26-Q4,Driftline Apparel,SMB,Retail,Australia,Asia Pacific,Parker Diaz,AI,Forecasting,Forecast Studio,23,8975.00,18,4905.00,Renewal Desk,Upsell,Renewal Pending,Asia Pacific East,Priority,Subscription,Hybrid,Essentials,Renewal,12,Yes
850311,2026-11-07,2026-11,FY26-Q4,Eclipse Networks,Enterprise,Telecommunications,United States,North America,Morgan Patel,Automation,Incident,Incident Response Pack,29,7450.00,3,4055.00,Marketplace,Inbound,Active,US East,Priority,Subscription,Azure Managed,Premier,Net New,24,No
850312,2026-11-08,2026-11,FY26-Q4,Fathom Analytics,MidMarket,Technology,Ireland,Europe,Quinn Foster,Services,Migration,Migration Sprint,7,15325.00,15,9395.00,Direct,Outbound,Booked,Europe North,Standard,Professional Services,Azure Managed,Essentials,Expansion,3,No
850313,2026-11-09,2026-11,FY26-Q4,Greatwater Shipping,Enterprise,Logistics,Singapore,Asia Pacific,Casey Singh,Data Integration,Streaming,Event Stream Bridge,46,4900.00,10,2695.00,Renewal Desk,Inbound,Invoiced,Asia Pacific South,Priority,Subscription,Azure Managed,Premier,Renewal,12,Yes
850314,2026-11-10,2026-11,FY26-Q4,Helios Devices,MidMarket,Manufacturing,Japan,Asia Pacific,Quinn Foster,AI,Forecasting,Forecast Studio,48,8575.00,5,4835.00,Partner,Event,Invoiced,Asia Pacific East,Standard,Subscription,Azure Managed,Essentials,Net New,36,No
850315,2026-11-11,2026-11,FY26-Q4,Ironclad Construction,MidMarket,Construction,United Arab Emirates,Middle East & Africa,Skyler Bennett,Automation,Incident,Incident Response Pack,16,6650.00,10,3780.00,Direct,Outbound,Invoiced,Middle East Hub,Standard,Subscription,Customer Managed,Essentials,Expansion,36,No
850316,2026-11-12,2026-11,FY26-Q4,Jetstream Travel,SMB,Travel,United Kingdom,Europe,Jordan Reyes,Services,Migration,Migration Sprint,3,15225.00,10,9295.00,Partner,Event,Provisioned,Europe North,Standard,Professional Services,Customer Managed,Advanced,Net New,3,No
850317,2026-11-13,2026-11,FY26-Q4,Kestrel Finance,Enterprise,Financial Services,United States,North America,Casey Singh,Data Integration,Streaming,Event Stream Bridge,24,4550.00,15,2500.00,Marketplace,Upsell,Provisioned,US Central,Priority,Subscription,Customer Managed,Premier,Expansion,24,No
850318,2026-11-14,2026-11,FY26-Q4,Northstar Education,Public Sector,Education,Canada,North America,Logan Chen,AI,Forecasting,Forecast Studio,35,8725.00,11,4820.00,Renewal Desk,Upsell,Provisioned,US Central,Priority,Subscription,Customer Managed,Premier,Renewal,36,Yes
850319,2026-11-15,2026-11,FY26-Q4,Optima Warehousing,MidMarket,Logistics,Netherlands,Europe,Avery Cole,Automation,Incident,Incident Response Pack,41,7450.00,3,4080.00,Partner,Referral,Provisioned,Europe North,Standard,Subscription,Hybrid,Advanced,Net New,12,No
850320,2026-11-16,2026-11,FY26-Q4,Pulse Renewables,Enterprise,Energy,Australia,Asia Pacific,Riley Morgan,Services,Migration,Migration Sprint,7,15705.00,3,9600.00,Marketplace,Upsell,Invoiced,Asia Pacific East,Strategic,Professional Services,Hybrid,Advanced,Expansion,6,No
850321,2026-11-17,2026-11,FY26-Q4,Alpine Manufacturing,Enterprise,Manufacturing,United States,North America,Cameron Kim,Analytics,Executive Reporting,Executive Scorecard Model,11,8000.00,13,4255.00,Renewal Desk,Upsell,Renewal Pending,US East,Strategic,Subscription,Azure Managed,Premier,Renewal,12,Yes
850322,2026-11-18,2026-11,FY26-Q4,Bluebird Retail,MidMarket,Retail,Canada,North America,Logan Chen,Governance,Security,Access Policy Monitor,13,6625.00,10,3540.00,Direct,Inbound,Active,US West,Standard,Subscription,Hybrid,Advanced,Net New,12,No
850323,2026-11-19,2026-11,FY26-Q4,Canyon Health,Enterprise,Healthcare,United States,North America,Skyler Bennett,Managed Services,Support,Managed Monitoring Service,4,9650.00,17,5845.00,Renewal Desk,Inbound,Renewal Pending,US West,Strategic,Managed Services,Hybrid,Premier,Renewal,36,Yes
850324,2026-11-20,2026-11,FY26-Q4,Delta Logistics,MidMarket,Logistics,Germany,Europe,Parker Diaz,Security,Identity,Identity Guard for Fabric,27,7075.00,10,4060.00,Direct,Inbound,Invoiced,Europe West,Standard,Subscription,Customer Managed,Essentials,Net New,36,No
